Unnamed: 0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,bed_bath_sum,renovation_yes,sqft_living_plus_lot,sqft_living_plus_lot_15,lat_long,distance_from_flatiron
24,3814700200,2014-11-20,329000.0,3,2.25,2450,6500,2.0,0.0,0.0,4,8,2450,,1985,,98030,47.3739,-122.17200000000001,2200,6865,5.25,0,8950,9065,"(47.3739, -122.17200000000001)",17.976357095377566
25,1202000200,2014-11-03,233000.0,3,2.0,1710,4697,1.5,0.0,0.0,5,6,1710,,1941,,98002,47.3048,-122.21799999999999,1030,4705,5.0,0,6407,5735,"(47.3048, -122.21799999999999)",21.746030812013153
26,1794500383,2014-06-26,937000.0,3,1.75,2450,2691,2.0,0.0,0.0,3,8,1750,700.0,1915,,98119,47.6386,-122.36,1760,3573,4.75,0,5141,5333,"(47.6386, -122.36)",2.3118104132449147
27,3303700376,2014-12-01,667000.0,3,1.0,1400,1581,1.5,0.0,0.0,5,8,1400,,1909,,98112,47.6221,-122.314,1860,3861,4.0,0,2981,5721,"(47.6221, -122.314)",1.3686504554353052
28,5101402488,2014-06-24,438000.0,3,1.75,1520,6380,1.0,0.0,0.0,3,7,790,730.0,1948,,98115,47.695,-122.304,1520,6235,4.75,0,7900,7755,"(47.695, -122.304)",6.115865162613492
29,1873100390,2015-03-02,719000.0,4,2.5,2570,7173,2.0,0.0,0.0,3,8,2570,,2005,,98052,47.7073,-122.11,2630,6026,6.5,0,9743,8656,"(47.7073, -122.11)",12.524188737922229
30,8562750320,2014-11-10,580500.0,3,2.5,2320,3980,2.0,0.0,0.0,3,8,2320,,2003,,98027,47.5391,-122.07,2580,3980,5.5,0,6300,6560,"(47.5391, -122.07)",13.324470853207815
31,2426039314,2014-12-01,280000.0,2,1.5,1190,1265,3.0,0.0,0.0,3,7,1190,,2005,,98133,47.7274,-122.35700000000001,1390,1756,3.5,0,2455,3146,"(47.7274, -122.35700000000001)",8.223440184070435
32,461000390,2014-06-24,687500.0,4,1.75,2330,5000,1.5,0.0,0.0,4,7,1510,820.0,1929,,98117,47.6823,-122.368,1460,5000,5.75,0,7330,6460,"(47.6823, -122.368)",5.261870046009685
33,7589200193,2014-11-10,535000.0,3,1.0,1090,3000,1.5,0.0,0.0,4,8,1090,,1929,,98117,47.6889,-122.375,1570,5080,4.0,0,4090,6650,"(47.6889, -122.375)",5.79388098869306
34,7955080270,2014-12-03,322500.0,4,2.75,2060,6659,1.0,0.0,0.0,3,7,1280,780.0,1981,,98058,47.4276,-122.15700000000001,2020,8720,6.75,0,8719,10740,"(47.4276, -122.15700000000001)",15.080973523970426
35,9547205180,2014-06-13,696000.0,3,2.5,2300,3060,1.5,0.0,0.0,3,8,1510,790.0,1930,2002.0,98115,47.6827,-122.31,1590,3264,5.5,1,5360,4854,"(47.6827, -122.31)",5.223845248858822
36,9435300030,2014-05-28,550000.0,4,1.0,1660,34848,1.0,0.0,0.0,1,5,930,730.0,1933,,98052,47.6621,-122.132,2160,11467,5.0,0,36508,13627,"(47.6621, -122.132)",10.189895680291107
37,2768000400,2014-12-30,640000.0,4,2.0,2360,6000,2.0,0.0,0.0,4,8,2360,,1904,,98107,47.6702,-122.36200000000001,1730,4700,6.0,0,8360,6430,"(47.6702, -122.36200000000001)",4.381230117257163
38,7895500070,2015-02-13,240000.0,4,1.0,1220,8075,1.0,0.0,0.0,2,7,890,330.0,1969,,98001,47.3341,-122.28200000000001,1290,7800,5.0,0,9295,9090,"(47.3341, -122.28200000000001)",19.17603281911254
39,2078500320,2014-06-20,605000.0,4,2.5,2620,7553,2.0,0.0,0.0,3,8,2620,,1996,,98056,47.5301,-122.18,2620,11884,6.5,0,10173,14504,"(47.5301, -122.18)",9.108145043491383
40,5547700270,2014-07-15,625000.0,4,2.5,2570,5520,2.0,0.0,0.0,3,9,2570,,2000,,98074,47.6145,-122.027,2470,5669,6.5,0,8090,8139,"(47.6145, -122.027)",14.411622441847994
41,7766200013,2014-08-11,775000.0,4,2.25,4220,24186,1.0,0.0,0.0,3,8,2600,1620.0,1984,,98166,47.445,-122.34700000000001,2410,30617,6.25,0,28406,33027,"(47.445, -122.34700000000001)",11.356117100258393
42,7203220400,2014-07-07,861990.0,5,2.75,3595,5639,2.0,0.0,0.0,3,9,3595,,2014,,98053,47.6848,-122.016,3625,5639,7.75,0,9234,9264,"(47.6848, -122.016)",15.797845960617133
43,9270200160,2014-10-28,685000.0,3,1.0,1570,2280,2.0,0.0,0.0,3,7,1570,,1922,,98119,47.6413,-122.36399999999999,1580,2640,4.0,0,3850,4220,"(47.6413, -122.36399999999999)",2.5657276250372263
44,1432701230,2014-07-29,309000.0,3,1.0,1280,9656,1.0,0.0,0.0,4,6,920,360.0,1959,,98058,47.4485,-122.175,1340,8808,4.0,0,10936,10148,"(47.4485, -122.175)",13.413104198985058
45,8035350320,2014-07-18,488000.0,3,2.5,3160,13603,2.0,0.0,0.0,3,8,3160,,2003,,98019,47.7443,-121.977,3050,9232,5.5,0,16763,12282,"(47.7443, -121.977)",19.144944243371253
46,8945200830,2015-03-25,210490.0,3,1.0,990,8528,1.0,0.0,0.0,3,6,990,,1966,,98023,47.3066,-122.37100000000001,1228,8840,4.0,0,9518,10068,"(47.3066, -122.37100000000001)",20.97041728691054
47,4178300310,2014-07-16,785000.0,4,2.5,2290,13416,2.0,0.0,0.0,4,9,2290,,1981,,98007,47.6194,-122.15100000000001,2680,13685,6.5,0,15706,16365,"(47.6194, -122.15100000000001)",8.659464507972542
48,9215400105,2015-04-28,450000.0,3,1.75,1250,5963,1.0,0.0,0.0,4,7,1250,,1953,,98115,47.6796,-122.301,970,5100,4.75,0,7213,6070,"(47.6796, -122.301)",5.134238468404436
49,822039084,2015-03-11,1350000.0,3,2.5,2753,65005,1.0,1.0,2.0,5,9,2165,588.0,1953,,98070,47.4041,-122.45100000000001,2680,72513,5.5,0,67758,75193,"(47.4041, -122.45100000000001)",15.148515824854012
50,5245600105,2014-09-16,228000.0,3,1.0,1190,9199,1.0,0.0,0.0,3,7,1190,,1955,,98148,47.4258,-122.322,1190,9364,4.0,0,10389,10554,"(47.4258, -122.322)",12.689290296943057
51,7231300125,2015-02-17,345000.0,5,2.5,3150,9134,1.0,0.0,0.0,4,8,1640,1510.0,1966,,98056,47.4934,-122.189,1990,9133,7.5,0,12284,11123,"(47.4934, -122.189)",10.545157477695225
52,7518505990,2014-12-31,600000.0,3,1.75,1410,4080,1.0,0.0,0.0,4,7,1000,410.0,1950,,98117,47.6808,-122.384,1410,4080,4.75,0,5490,5490,"(47.6808, -122.384)",5.422542563200073
53,3626039271,2015-02-05,585000.0,2,1.75,1980,8550,1.0,0.0,0.0,3,7,990,990.0,1981,,98117,47.6989,-122.369,1480,6738,3.75,0,10530,8218,"(47.6989, -122.369)",6.381806432392496
54,4217401195,2015-03-03,920000.0,5,2.25,2730,6000,1.5,0.0,0.0,3,8,2130,600.0,1927,,98105,47.6571,-122.281,2730,6000,7.25,0,8730,8730,"(47.6571, -122.281)",4.193185827941025
55,9822700295,2014-05-12,885000.0,4,2.5,2830,5000,2.0,0.0,0.0,3,9,2830,,1995,,98105,47.6597,-122.29,1950,5000,6.5,0,7830,6950,"(47.6597, -122.29)",4.101418819636894
56,9478500640,2014-08-19,292500.0,4,2.5,2250,4495,2.0,0.0,0.0,3,7,2250,,2008,,98042,47.3663,-122.11399999999999,2250,4500,6.5,0,6745,6750,"(47.3663, -122.11399999999999)",19.73290527790407
57,2799800710,2015-04-07,301000.0,3,2.5,2420,4750,2.0,0.0,0.0,3,8,2420,,2003,,98042,47.3663,-122.12200000000001,2690,4750,5.5,0,7170,7440,"(47.3663, -122.12200000000001)",19.539026355108568
58,7922800400,2014-08-27,951000.0,5,3.25,3250,14342,2.0,0.0,4.0,4,8,3250,,1968,,98008,47.588,-122.116,2960,11044,8.25,0,17592,14004,"(47.588, -122.116)",10.368009384924006
59,8079040320,2015-02-23,430000.0,4,3.0,1850,9976,2.0,0.0,0.0,3,8,1850,,1991,,98059,47.5059,-122.149,2270,8542,7.0,0,11826,10812,"(47.5059, -122.149)",11.278882207410541
60,1516000055,2014-12-10,650000.0,3,2.25,2150,21235,1.0,0.0,3.0,4,8,1590,560.0,1959,,98166,47.4336,-122.339,2570,18900,5.25,0,23385,21470,"(47.4336, -122.339)",12.133458519858253
61,9558200045,2014-08-28,289000.0,3,1.75,1260,8400,1.0,0.0,0.0,3,7,1260,,1954,,98148,47.4366,-122.335,1290,8750,4.75,0,9660,10040,"(47.4366, -122.335)",11.925678468037097
62,5072410070,2014-10-21,505000.0,3,1.75,2519,8690,2.0,0.0,0.0,5,8,2519,,1973,,98166,47.4428,-122.344,2500,9500,4.75,0,11209,12000,"(47.4428, -122.344)",11.502756317112352
63,9528102996,2014-12-07,549000.0,3,1.75,1540,1044,3.0,0.0,0.0,3,8,1540,,2014,,98115,47.6765,-122.32,1580,3090,4.75,0,2584,4670,"(47.6765, -122.32)",4.711490857021185
64,1189001180,2014-06-03,425000.0,3,2.25,1660,6000,1.0,0.0,0.0,3,7,1110,550.0,1979,,98122,47.6113,-122.29700000000001,1440,4080,5.25,0,7660,5520,"(47.6113, -122.29700000000001)",1.8363638413988626
65,3253500160,2014-11-20,317625.0,3,2.75,2770,3809,1.5,0.0,0.0,5,7,1770,1000.0,1925,,98144,47.5747,-122.304,1440,4000,5.75,0,6579,5440,"(47.5747, -122.304)",2.819115557813648
66,3394100030,2014-09-09,975000.0,4,2.5,2720,11049,2.0,0.0,0.0,3,10,2720,,1989,,98004,47.5815,-122.19200000000001,2750,11049,6.5,0,13769,13799,"(47.5815, -122.19200000000001)",6.990607225855463
67,3717000160,2014-10-09,287000.0,4,2.5,2240,4648,2.0,0.0,0.0,3,7,2240,,2005,,98001,47.3378,-122.257,2221,4557,6.5,0,6888,6778,"(47.3378, -122.257)",19.114172066629294
68,1274500060,2014-08-25,204000.0,3,1.0,1000,12070,1.0,0.0,0.0,4,7,1000,,1968,,98042,47.3621,-122.11,1010,12635,4.0,0,13070,13645,"(47.3621, -122.11)",20.078166597291425
69,1802000060,2014-06-12,1330000.0,5,2.25,3200,20158,1.0,0.0,0.0,3,8,1600,1600.0,1965,,98004,47.6303,-122.215,3390,20158,7.25,0,23358,23548,"(47.6303, -122.215)",5.834297045672356
70,1525059190,2014-09-12,1040000.0,5,3.25,4770,50094,1.0,0.0,0.0,4,11,3070,1700.0,1973,,98005,47.6525,-122.16,3530,38917,8.25,0,54864,42447,"(47.6525, -122.16)",8.737122633927525
71,1049000060,2015-01-05,325000.0,3,2.0,1260,5612,1.0,0.0,0.0,4,7,1260,,1972,,98034,47.7362,-122.179,1640,4745,5.0,0,6872,6385,"(47.7362, -122.179)",11.426155557009096
72,8820901275,2014-06-10,571000.0,4,2.0,2750,7807,1.5,0.0,0.0,5,7,2250,500.0,1916,,98125,47.7168,-122.287,1510,7807,6.0,0,10557,9317,"(47.7168, -122.287)",7.780361288505317
73,5416510140,2014-07-10,360000.0,4,2.5,2380,5000,2.0,0.0,0.0,3,8,2380,,2005,,98038,47.3608,-122.036,2420,5000,6.5,0,7380,7420,"(47.3608, -122.036)",22.162291613827254
74,3444100400,2015-03-16,349000.0,3,1.75,1790,50529,1.0,0.0,0.0,5,7,1090,700.0,1965,,98042,47.3511,-122.073,1940,50529,4.75,0,52319,52469,"(47.3511, -122.073)",21.660714222334153
75,3276920270,2014-11-05,832500.0,4,4.0,3430,35102,2.0,0.0,0.0,4,10,2390,1040.0,1986,,98075,47.5822,-121.98700000000001,3240,35020,8.0,0,38532,38260,"(47.5822, -121.98700000000001)",16.381728197828235
76,4036801170,2014-10-13,380000.0,4,1.75,1760,7300,1.0,0.0,0.0,3,7,880,880.0,1956,,98008,47.6034,-122.125,1680,7500,5.75,0,9060,9180,"(47.6034, -122.125)",9.851402583221278
77,2391600320,2015-04-20,480000.0,3,1.0,1040,5060,1.0,0.0,0.0,3,7,1040,,1941,,98116,47.5636,-122.39399999999999,890,5060,4.0,0,6100,5950,"(47.5636, -122.39399999999999)",4.142103255540084
78,6300000287,2014-06-09,410000.0,3,1.0,1410,5060,1.0,0.0,0.0,4,7,910,500.0,1956,,98133,47.7073,-122.34,1130,5693,4.0,0,6470,6823,"(47.7073, -122.34)",6.7802512721986545
79,1531000030,2015-03-23,720000.0,4,2.5,3450,39683,2.0,0.0,0.0,3,10,3450,,2002,,98010,47.342,-122.025,3350,39750,6.5,0,43133,43100,"(47.342, -122.025)",23.49860415469123
80,5104520400,2014-12-02,390000.0,3,2.5,2350,5100,2.0,0.0,0.0,3,8,2350,,2003,,98038,47.3512,-122.008,2350,5363,5.5,0,7450,7713,"(47.3512, -122.008)",23.511490275846015
81,7437100340,2014-12-22,360000.0,4,2.5,1900,5889,2.0,0.0,0.0,3,7,1900,,1992,,98038,47.349,-122.031,1870,6405,6.5,0,7789,8275,"(47.349, -122.031)",22.944816474736058
82,9418400240,2014-10-28,355000.0,2,1.0,2020,6720,1.0,0.0,0.0,3,7,1010,1010.0,1948,,98118,47.5474,-122.291,1720,6720,3.0,0,8740,8440,"(47.5474, -122.291)",4.763471661650438
83,1523059105,2015-01-28,356000.0,3,1.5,1680,8712,1.0,0.0,0.0,3,8,1680,,1964,,98059,47.4811,-122.149,1850,8797,4.5,0,10392,10647,"(47.4811, -122.149)",12.435646876918417
84,1133000671,2014-06-02,315000.0,3,1.0,960,6634,1.0,0.0,0.0,3,6,960,,1952,,98125,47.7264,-122.31,1570,7203,4.0,0,7594,8773,"(47.7264, -122.31)",8.189690738232592
85,4232902595,2014-11-14,940000.0,3,1.5,2140,3600,2.0,0.0,0.0,3,9,1900,240.0,1925,,98119,47.6337,-122.365,2020,4800,4.5,0,5740,6820,"(47.6337, -122.365)",2.156845252006518
86,2599001200,2014-11-03,305000.0,5,2.25,2660,8400,1.5,0.0,0.0,5,7,2660,,1961,,98092,47.2909,-122.189,1590,8165,7.25,0,11060,9755,"(47.2909, -122.189)",23.044156254040903
87,3342103156,2014-06-18,461000.0,3,3.25,2770,6278,2.0,0.0,0.0,3,9,1980,790.0,2006,,98056,47.5228,-122.199,1900,7349,6.25,0,9048,9249,"(47.5228, -122.199)",8.75265717081345
88,1332700270,2014-05-19,215000.0,2,2.25,1610,2040,2.0,0.0,0.0,4,7,1610,,1979,,98056,47.518,-122.194,1950,2025,4.25,0,3650,3975,"(47.518, -122.194)",9.149926259539562
89,3869900162,2014-09-04,335000.0,2,1.75,1030,1066,2.0,0.0,0.0,3,7,765,265.0,2006,,98136,47.5394,-122.387,1030,1106,3.75,0,2096,2136,"(47.5394, -122.387)",5.370629109246057
90,2791500270,2014-05-22,243500.0,4,2.5,1980,7403,2.0,0.0,0.0,3,7,1980,,1988,,98023,47.2897,-122.37200000000001,1980,7510,6.5,0,9383,9490,"(47.2897, -122.37200000000001)",22.138276541718177
91,5036300431,2015-03-11,1100000.0,5,2.75,3520,6353,2.0,0.0,0.0,4,10,3520,,2001,,98199,47.6506,-122.391,2520,6250,7.75,0,9873,8770,"(47.6506, -122.391)",3.830081596022414
92,4168000060,2015-02-26,153000.0,3,1.0,1200,10500,1.0,0.0,0.0,3,7,1200,,1962,,98023,47.321999999999996,-122.351,1350,10500,4.0,0,11700,11850,"(47.321999999999996, -122.351)",19.85550576943011
93,6021501535,2014-07-25,430000.0,3,1.5,1580,5000,1.0,0.0,0.0,3,8,1290,290.0,1939,,98117,47.687,-122.38600000000001,1570,4500,4.5,0,6580,6070,"(47.687, -122.38600000000001)",5.852128571565239
94,6021501535,2014-12-23,700000.0,3,1.5,1580,5000,1.0,0.0,0.0,3,8,1290,290.0,1939,,98117,47.687,-122.38600000000001,1570,4500,4.5,0,6580,6070,"(47.687, -122.38600000000001)",5.852128571565239
95,1483300570,2014-09-08,905000.0,4,2.5,3300,10250,1.0,0.0,0.0,3,7,2390,910.0,1946,1991.0,98040,47.5873,-122.249,1950,6045,6.5,1,13550,7995,"(47.5873, -122.249)",4.339769547734051
96,3422049190,2015-03-30,247500.0,3,1.75,1960,15681,1.0,0.0,0.0,3,7,1960,,1967,,98032,47.3576,-122.277,1750,15616,4.75,0,17641,17366,"(47.3576, -122.277)",17.603040882409683
97,1099611230,2014-09-12,199000.0,4,1.5,1160,6400,1.0,0.0,0.0,4,7,1160,,1975,,98023,47.3036,-122.37799999999999,1160,6400,5.5,0,7560,7560,"(47.3036, -122.37799999999999)",21.20462722284384
98,722079104,2014-07-11,314000.0,3,1.75,1810,41800,1.0,0.0,0.0,5,7,1210,600.0,1980,,98038,47.4109,-121.958,1650,135036,4.75,0,43610,136686,"(47.4109, -121.958)",22.34789601676338
99,7338200240,2014-05-16,437500.0,3,2.5,2320,36847,2.0,0.0,2.0,3,9,2320,,1992,,98045,47.4838,-121.714,2550,35065,5.5,0,39167,37615,"(47.4838, -121.714)",30.28811677074801
100,1952200240,2014-06-11,850830.0,3,2.5,2070,13241,1.5,0.0,0.0,5,9,1270,800.0,1910,,98102,47.6415,-122.315,2200,4500,5.5,0,15311,6700,"(47.6415, -122.315)",2.442211010366482
101,5200100125,2014-10-27,555000.0,3,2.0,1980,3478,1.5,0.0,0.0,4,7,1440,540.0,1929,,98117,47.6775,-122.37200000000001,1610,3478,5.0,0,5458,5088,"(47.6775, -122.37200000000001)",5.003155257990023
102,7214720075,2014-12-12,699950.0,3,2.25,2190,107593,2.0,0.0,0.0,4,8,2190,,1983,,98077,47.7731,-122.08,2570,47777,5.25,0,109783,50347,"(47.7731, -122.08)",16.44177515583194
103,2450000295,2014-10-07,1090000.0,3,2.5,2920,8113,2.0,0.0,0.0,3,8,2920,,1950,2010.0,98004,47.5814,-122.196,2370,8113,5.5,1,11033,10483,"(47.5814, -122.196)",6.813494007567347
104,6197800045,2014-09-24,290000.0,3,1.0,1210,33919,1.0,0.0,0.0,3,7,1210,,1954,,98058,47.4375,-122.184,1640,14910,4.0,0,35129,16550,"(47.4375, -122.184)",13.828746713876447
105,1328310370,2015-04-02,375000.0,3,2.5,2340,10005,1.0,0.0,0.0,4,8,1460,880.0,1978,,98058,47.4431,-122.133,2250,8162,5.5,0,12345,10412,"(47.4431, -122.133)",14.888739051884887
106,546000875,2014-05-23,460000.0,3,1.0,1670,4005,1.5,0.0,0.0,4,7,1170,500.0,1939,,98117,47.6878,-122.38,1240,4005,4.0,0,5675,5245,"(47.6878, -122.38)",5.799179313121065
107,3530510041,2014-07-23,188500.0,2,1.75,1240,2493,1.0,0.0,0.0,4,8,1240,,1985,,98198,47.3813,-122.322,1270,4966,3.75,0,3733,6236,"(47.3813, -122.322)",15.760534635531586
108,1853000400,2015-03-05,680000.0,4,2.5,3140,28037,2.0,0.0,0.0,4,10,3140,,1991,,98077,47.7304,-122.08200000000001,2990,35001,6.5,0,31177,37991,"(47.7304, -122.08200000000001)",14.495566162635436
109,3134100116,2014-08-27,470000.0,5,1.75,2030,12342,2.0,0.0,0.0,4,7,2030,,1942,,98052,47.6417,-122.109,2500,9433,6.75,0,14372,11933,"(47.6417, -122.109)",10.820290340723409
110,9545230140,2014-07-25,597750.0,4,2.5,2310,9624,2.0,0.0,0.0,3,8,2310,,1984,,98027,47.5386,-122.053,1940,9636,6.5,0,11934,11576,"(47.5386, -122.053)",14.07762434760517
111,3362400511,2015-03-04,570000.0,3,1.75,1260,3328,1.0,0.0,0.0,5,6,700,560.0,1905,,98103,47.6823,-122.34899999999999,1380,3536,4.75,0,4588,4916,"(47.6823, -122.34899999999999)",5.085208857207922
112,2525310310,2014-09-16,272500.0,3,1.75,1540,12600,1.0,0.0,0.0,4,7,1160,,1980,,98038,47.3624,-122.031,1540,11656,4.75,0,14140,13196,"(47.3624, -122.031)",22.225660825988516
113,6126500060,2014-11-24,329950.0,3,1.75,2080,5969,1.0,0.0,2.0,3,7,1080,1000.0,1971,,98108,47.5474,-122.295,2090,5500,4.75,0,8049,7590,"(47.5474, -122.295)",4.683816596557636
114,8961960160,2014-10-28,480000.0,4,2.5,3230,16171,2.0,0.0,0.0,3,9,2520,710.0,2001,,98001,47.3183,-122.25299999999999,2640,8517,6.5,0,19401,11157,"(47.3183, -122.25299999999999)",20.4724414466704
115,3626039325,2014-11-21,740500.0,3,3.5,4380,6350,2.0,0.0,0.0,3,8,2780,,1900,,98117,47.6981,-122.368,1830,6350,6.5,0,10730,8180,"(47.6981, -122.368)",6.317111139335863
116,3362400431,2014-06-26,518500.0,3,3.5,1590,1102,3.0,0.0,0.0,3,8,1590,,2010,,98103,47.6824,-122.34700000000001,1620,3166,6.5,0,2692,4786,"(47.6824, -122.34700000000001)",5.082104264085989
117,4060000240,2014-06-23,205425.0,2,1.0,880,6780,1.0,0.0,0.0,4,6,880,,1945,,98178,47.5009,-122.24799999999999,1190,6780,3.0,0,7660,7970,"(47.5009, -122.24799999999999)",8.540823067901112
118,3454800060,2015-01-08,171800.0,4,2.0,1570,9600,1.0,0.0,0.0,3,6,1570,,1950,,98168,47.4965,-122.303,1880,9000,6.0,0,11170,10880,"(47.4965, -122.303)",7.9401514147962615
119,1695900060,2015-05-11,535000.0,4,1.0,1610,2982,1.5,0.0,0.0,4,7,1610,,1925,,98144,47.586999999999996,-122.294,1610,4040,5.0,0,4592,5650,"(47.586999999999996, -122.294)",2.497380707611057
120,7278700070,2015-01-02,660000.0,3,2.5,2400,6474,1.0,0.0,2.0,3,8,1560,840.0,1964,,98177,47.7728,-122.38600000000001,2340,10856,5.5,0,8874,13196,"(47.7728, -122.38600000000001)",11.537599731543407
121,6675500070,2014-11-19,391500.0,3,2.0,1450,9132,1.0,0.0,0.0,3,7,1450,,1987,,98034,47.7288,-122.226,1580,9104,5.0,0,10582,10684,"(47.7288, -122.226)",9.727529843752821
122,3626039187,2015-04-06,395000.0,2,1.0,770,6000,1.0,0.0,0.0,3,6,770,,1953,,98117,47.6999,-122.36399999999999,1710,6000,3.0,0,6770,7710,"(47.6999, -122.36399999999999)",6.398004566251438
